apts_url,beds,baths,sqft,price
https://www.apartments.com/prizma-los-angeles-ca/0ezfzl1/,0.0,1.0,431.0,2450.0
https://www.apartments.com/prizma-los-angeles-ca/0ezfzl1/,1.0,1.0,702.0,2685.0
https://www.apartments.com/prizma-los-angeles-ca/0ezfzl1/,2.0,2.0,1125.0,3827.0
https://www.apartments.com/onyx-dtla-los-angeles-ca/8ever23/,0.0,1.0,471.0,1770.0
https://www.apartments.com/onyx-dtla-los-angeles-ca/8ever23/,3.0,2.0,1283.0,3595.0
https://www.apartments.com/vinz-on-fairfax-los-angeles-ca/d8ss3kl/,2.0,2.5,1486.0,5599.0
https://www.apartments.com/vinz-on-fairfax-los-angeles-ca/d8ss3kl/,1.0,1.5,1153.0,4399.0
https://www.apartments.com/wilshire-vermont-los-angeles-ca/1kzq096/,0.0,1.0,496.0,1864.0
https://www.apartments.com/modera-west-la-los-angeles-ca/lgjkb4g/,1.0,1.0,619.0,2415.0
https://www.apartments.com/modera-west-la-los-angeles-ca/lgjkb4g/,2.0,2.0,1049.0,3405.0
https://www.apartments.com/modera-west-la-los-angeles-ca/lgjkb4g/,2.0,1.0,954.0,3297.0
https://www.apartments.com/modera-west-la-los-angeles-ca/lgjkb4g/,3.0,2.0,1354.0,5585.0
https://www.apartments.com/west-27th-los-angeles-ca/qnbz08w/,0.0,1.0,425.0,2620.0
https://www.apartments.com/west-27th-los-angeles-ca/qnbz08w/,1.0,1.0,742.0,2050.0
https://www.apartments.com/west-27th-los-angeles-ca/qnbz08w/,2.0,2.0,1090.0,0.0
https://www.apartments.com/west-27th-los-angeles-ca/qnbz08w/,4.0,2.0,1364.0,2200.0
https://www.apartments.com/e-on-grand-los-angeles-ca/vg3jzxe/,1.0,2.0,1064.0,2875.0
https://www.apartments.com/oakwood-studios-los-angeles-olympic-olive-los-angeles-ca/8pm7sc0/,0.0,1.0,482.0,1599.0
