zipcode,confirmed_cases,deaths
91785,67196,1092
92509,67196,1092
92323,67196,1092
92318,67196,1092
92418,67196,1092
91708,67196,1092
92284,67196,1092
92335,67196,1092
92394,67196,1092
92372,67196,1092
92359,67196,1092
93555,67196,1092
92382,67196,1092
92358,67196,1092
92320,67196,1092
91752,67196,1092
91709,67196,1092
91761,67196,1092
91729,67196,1092
92301,67196,1092
92256,67196,1092
92374,67196,1092
92344,67196,1092
92334,67196,1092
92342,67196,1092
92368,67196,1092
92405,67196,1092
92423,67196,1092
92402,67196,1092
92406,67196,1092
92357,67196,1092
93562,67196,1092
91710,67196,1092
91763,67196,1092
92307,67196,1092
92395,67196,1092
92316,67196,1092
92346,67196,1092
92386,67196,1092
92404,67196,1092
91764,67196,1092
92880,67196,1092
92286,67196,1092
92393,67196,1092
92305,67196,1092
92267,67196,1092
92375,67196,1092
92413,67196,1092
92268,67196,1092
92391,67196,1092
92242,67196,1092
92371,67196,1092
92407,67196,1092
92340,67196,1092
92427,67196,1092
92329,67196,1092
92369,67196,1092
92339,67196,1092
92332,67196,1092
92366,67196,1092
92333,67196,1092
92408,67196,1092
91701,67196,1092
92252,67196,1092
92392,67196,1092
92336,67196,1092
92354,67196,1092
92376,67196,1092
92377,67196,1092
92314,67196,1092
92331,67196,1092
92397,67196,1092
91766,67196,1092
93516,67196,1092
92280,67196,1092
92398,67196,1092
92403,67196,1092
92378,67196,1092
91901,58636,904
91906,58636,904
92024,58636,904
91945,58636,904
92011,58636,904
92019,58636,904
91951,58636,904
91935,58636,904
91946,58636,904
92038,58636,904
92105,58636,904
92065,58636,904
92085,58636,904
92057,58636,904
92154,58636,904
92115,58636,904
92116,58636,904
92127,58636,904
92119,58636,904
92173,58636,904
92137,58636,904
92175,58636,904
92132,58636,904
91917,58636,904
91943,58636,904
92150,58636,904
92147,58636,904
92191,58636,904
92182,58636,904
92060,58636,904
92020,58636,904
91915,58636,904
92046,58636,904
92069,58636,904
92058,58636,904
92079,58636,904
92071,58636,904
92108,58636,904
92124,58636,904
92120,58636,904
92129,58636,904
92118,58636,904
92136,58636,904
92138,58636,904
92030,58636,904
92004,58636,904
92013,58636,904
92039,58636,904
92112,58636,904
92088,58636,904
92159,58636,904
92172,58636,904
92192,58636,904
92176,58636,904
92165,58636,904
92196,58636,904
92049,58636,904
92161,58636,904
92025,58636,904
92027,58636,904
91941,58636,904
92014,58636,904
92109,58636,904
92091,58636,904
92111,58636,904
92081,58636,904
92113,58636,904
92178,58636,904
91905,58636,904
92066,58636,904
92018,58636,904
92040,58636,904
91980,58636,904
92008,58636,904
92029,58636,904
92010,58636,904
92101,58636,904
92106,58636,904
92084,58636,904
92064,58636,904
92078,58636,904
92075,58636,904
92128,58636,904
92114,58636,904
92195,58636,904
91963,58636,904
92170,58636,904
92153,58636,904
92536,58636,904
92096,58636,904
92037,58636,904
91942,58636,904
91977,58636,904
92104,58636,904
92083,58636,904
92067,58636,904
92117,58636,904
92130,58636,904
92131,58636,904
92163,58636,904
92122,58636,904
92134,58636,904
91962,58636,904
92174,58636,904
92672,58636,904
91976,58636,904
92052,58636,904
92072,58636,904
92171,58636,904
91908,58636,904
92068,58636,904
91979,58636,904
92092,58636,904
92179,58636,904
92197,58636,904
92135,58636,904
92199,58636,904
91911,58636,904
92022,58636,904
92007,58636,904
91932,58636,904
92054,58636,904
92056,58636,904
92059,58636,904
92123,58636,904
92126,58636,904
92198,58636,904
92177,58636,904
92051,58636,904
92086,58636,904
92093,58636,904
92152,58636,904
92193,58636,904
91903,58636,904
91931,58636,904
91912,58636,904
92028,58636,904
92009,58636,904
92021,58636,904
92026,58636,904
91950,58636,904
92036,58636,904
92103,58636,904
92070,58636,904
92082,58636,904
92139,58636,904
92023,58636,904
92061,58636,904
92160,58636,904
92155,58636,904
92169,58636,904
92168,58636,904
91933,58636,904
91944,58636,904
92592,58636,904
92158,58636,904
91948,58636,904
91910,58636,904
91902,58636,904
91913,58636,904
91934,58636,904
92003,58636,904
91914,58636,904
91978,58636,904
92102,58636,904
92107,58636,904
92110,58636,904
92143,58636,904
92121,58636,904
92140,58636,904
92142,58636,904
91916,58636,904
92033,58636,904
92167,58636,904
92055,58636,904
92166,58636,904
91921,58636,904
92074,58636,904
92145,58636,904
92149,58636,904
94123,12666,149
94132,12666,149
94118,12666,149
94103,12666,149
94112,12666,149
94131,12666,149
94141,12666,149
94164,12666,149
94188,12666,149
94159,12666,149
94115,12666,149
94117,12666,149
94104,12666,149
94124,12666,149
94119,12666,149
94129,12666,149
94014,12666,149
94134,12666,149
94121,12666,149
94107,12666,149
94111,12666,149
94130,12666,149
94143,12666,149
94147,12666,149
94146,12666,149
94133,12666,149
94110,12666,149
94122,12666,149
94105,12666,149
94109,12666,149
94140,12666,149
94158,12666,149
94114,12666,149
94116,12666,149
94102,12666,149
94108,12666,149
94127,12666,149
94126,12666,149
95366,22556,494
95377,22556,494
95207,22556,494
95210,22556,494
95632,22556,494
95378,22556,494
95690,22556,494
95269,22556,494
95219,22556,494
95206,22556,494
95237,22556,494
95337,22556,494
95240,22556,494
95213,22556,494
95234,22556,494
95212,22556,494
95202,22556,494
95201,22556,494
95385,22556,494
95253,22556,494
95211,22556,494
95204,22556,494
95220,22556,494
95231,22556,494
95236,22556,494
95227,22556,494
95330,22556,494
95336,22556,494
95320,22556,494
95203,22556,494
95391,22556,494
95258,22556,494
95361,22556,494
95267,22556,494
95686,22556,494
95376,22556,494
95304,22556,494
95209,22556,494
95242,22556,494
95205,22556,494
95241,22556,494
95208,22556,494
95230,22556,494
95215,22556,494
95367,22556,494
93449,4496,33
93406,4496,33
93423,4496,33
93454,4496,33
93461,4496,33
93407,4496,33
93442,4496,33
93412,4496,33
93426,4496,33
93410,4496,33
93446,4496,33
93401,4496,33
93458,4496,33
93465,4496,33
93483,4496,33
93435,4496,33
93448,4496,33
93422,4496,33
93428,4496,33
93421,4496,33
93452,4496,33
93447,4496,33
93420,4496,33
93433,4496,33
93444,4496,33
93403,4496,33
93408,4496,33
93453,4496,33
93475,4496,33
93405,4496,33
93430,4496,33
93409,4496,33
93424,4496,33
93402,4496,33
93432,4496,33
93445,4496,33
93451,4496,33
93443,4496,33
94303,11629,161
94014,11629,161
94015,11629,161
94063,11629,161
94083,11629,161
94026,11629,161
94060,11629,161
94112,11629,161
94497,11629,161
94402,11629,161
94019,11629,161
94044,11629,161
94065,11629,161
94038,11629,161
94018,11629,161
94021,11629,161
94064,11629,161
94028,11629,161
94070,11629,161
94080,11629,161
94027,11629,161
94020,11629,161
94074,11629,161
94011,11629,161
94061,11629,161
94005,11629,161
94401,11629,161
94404,11629,161
94403,11629,161
94134,11629,161
94025,11629,161
94030,11629,161
94066,11629,161
94125,11629,161
94017,11629,161
94010,11629,161
94062,11629,161
94002,11629,161
94037,11629,161
94128,11629,161
93103,10089,130
93108,10089,130
93111,10089,130
93160,10089,130
93121,10089,130
93460,10089,130
93150,10089,130
93067,10089,130
93130,10089,130
93116,10089,130
93429,10089,130
93457,10089,130
93105,10089,130
93454,10089,130
93455,10089,130
93118,10089,130
93109,10089,130
93190,10089,130
93106,10089,130
93464,10089,130
93438,10089,130
93252,10089,130
93120,10089,130
93427,10089,130
93014,10089,130
93458,10089,130
93463,10089,130
93140,10089,130
93102,10089,130
93434,10089,130
93437,10089,130
93199,10089,130
93440,10089,130
93101,10089,130
93117,10089,130
93013,10089,130
93441,10089,130
93254,10089,130
93110,10089,130
93456,10089,130
93436,10089,130
94040,25705,424
94041,25705,424
94088,25705,424
95008,25705,424
95132,25705,424
95148,25705,424
95110,25705,424
95032,25705,424
95121,25705,424
95153,25705,424
95155,25705,424
95015,25705,424
95173,25705,424
95103,25705,424
94043,25705,424
94024,25705,424
94086,25705,424
95127,25705,424
95135,25705,424
95159,25705,424
95113,25705,424
95154,25705,424
95161,25705,424
95170,25705,424
95139,25705,424
95055,25705,424
95160,25705,424
95076,25705,424
95108,25705,424
94035,25705,424
94304,25705,424
94087,25705,424
95002,25705,424
95126,25705,424
95133,25705,424
95138,25705,424
95129,25705,424
95131,25705,424
95158,25705,424
95014,25705,424
95035,25705,424
95054,25705,424
95052,25705,424
95056,25705,424
95009,25705,424
95109,25705,424
94028,25705,424
95101,25705,424
94301,25705,424
94303,25705,424
94305,25705,424
95150,25705,424
95020,25705,424
95033,25705,424
95030,25705,424
95117,25705,424
95119,25705,424
95130,25705,424
95031,25705,424
95038,25705,424
95021,25705,424
94302,25705,424
94085,25705,424
95136,25705,424
95070,25705,424
95111,25705,424
95037,25705,424
95050,25705,424
95051,25705,424
95122,25705,424
95046,25705,424
94023,25705,424
94042,25705,424
95023,25705,424
94550,25705,424
95156,25705,424
95026,25705,424
94020,25705,424
95124,25705,424
95120,25705,424
95151,25705,424
95152,25705,424
95036,25705,424
95172,25705,424
95192,25705,424
94306,25705,424
95123,25705,424
95128,25705,424
95134,25705,424
95116,25705,424
95044,25705,424
95071,25705,424
95141,25705,424
95013,25705,424
94022,25705,424
94089,25705,424
95125,25705,424
95140,25705,424
95112,25705,424
95118,25705,424
95011,25705,424
95164,25705,424
94039,25705,424
95157,25705,424
95191,25705,424
95106,25705,424
95033,3031,26
95001,3031,26
95020,3031,26
95077,3031,26
95041,3031,26
95062,3031,26
95063,3031,26
95017,3031,26
95005,3031,26
95066,3031,26
95006,3031,26
95018,3031,26
95073,3031,26
95064,3031,26
95007,3031,26
95010,3031,26
95003,3031,26
95067,3031,26
94060,3031,26
95060,3031,26
95065,3031,26
95076,3031,26
95019,3031,26
95061,3031,26
96008,2375,33
96099,2375,33
96071,2375,33
96011,2375,33
96033,2375,33
96028,2375,33
96003,2375,33
96007,2375,33
96019,2375,33
96059,2375,33
96088,2375,33
96069,2375,33
96017,2375,33
96087,2375,33
96095,2375,33
96013,2375,33
96049,2375,33
96065,2375,33
96089,2375,33
96047,2375,33
96062,2375,33
96016,2375,33
96025,2375,33
96002,2375,33
96096,2375,33
96056,2375,33
96073,2375,33
96022,2375,33
96001,2375,33
96051,2375,33
96040,2375,33
96076,2375,33
96084,2375,33
95910,7,0
95936,7,0
96125,7,0
95944,7,0
96126,7,0
96118,7,0
95922,7,0
95960,7,0
96124,7,0
96050,287,0
96058,287,0
96014,287,0
96057,287,0
96085,287,0
96025,287,0
96134,287,0
96031,287,0
96038,287,0
96094,287,0
96067,287,0
96044,287,0
96027,287,0
96039,287,0
96023,287,0
95568,287,0
96086,287,0
96037,287,0
96064,287,0
96032,287,0
96097,287,0
96034,287,0
94510,7996,76
95694,7996,76
95616,7996,76
94512,7996,76
94503,7996,76
94534,7996,76
94571,7996,76
95625,7996,76
94585,7996,76
95696,7996,76
94535,7996,76
94558,7996,76
94533,7996,76
95687,7996,76
95620,7996,76
94592,7996,76
95690,7996,76
94590,7996,76
94591,7996,76
94589,7996,76
95688,7996,76
95618,7996,76
95409,10116,146
94923,10116,146
94927,10116,146
94953,10116,146
94574,10116,146
95405,10116,146
95476,10116,146
95492,10116,146
95425,10116,146
95462,10116,146
95412,10116,146
95433,10116,146
95471,10116,146
95497,10116,146
95461,10116,146
95403,10116,146
94954,10116,146
95402,10116,146
95407,10116,146
94515,10116,146
95472,10116,146
95448,10116,146
95446,10116,146
95450,10116,146
94922,10116,146
94952,10116,146
95401,10116,146
95404,10116,146
94928,10116,146
95444,10116,146
95452,10116,146
95421,10116,146
94955,10116,146
94931,10116,146
95416,10116,146
95473,10116,146
95441,10116,146
95439,10116,146
95487,10116,146
94972,10116,146
95445,10116,146
94558,10116,146
95431,10116,146
95419,10116,146
94951,10116,146
95442,10116,146
95465,10116,146
95406,10116,146
95480,10116,146
95436,10116,146
94999,10116,146
95486,10116,146
95430,10116,146
94975,10116,146
95307,18204,405
95351,18204,405
95367,18204,405
95381,18204,405
95322,18204,405
95356,18204,405
95323,18204,405
95328,18204,405
95329,18204,405
95230,18204,405
95385,18204,405
95368,18204,405
95313,18204,405
95360,18204,405
95363,18204,405
95358,18204,405
95352,18204,405
95316,18204,405
94550,18204,405
95380,18204,405
95350,18204,405
95382,18204,405
95361,18204,405
95326,18204,405
95357,18204,405
95387,18204,405
95397,18204,405
95354,18204,405
95355,18204,405
95386,18204,405
95353,18204,405
95319,18204,405
95324,18204,405
95957,1977,12
95674,1977,12
95991,1977,12
95953,1977,12
95668,1977,12
95837,1977,12
95993,1977,12
95626,1977,12
95982,1977,12
95676,1977,12
95692,1977,12
95948,1977,12
95992,1977,12
95659,1977,12
95645,1977,12
95836,1977,12
96021,1008,17
96076,1008,17
96063,1008,17
96078,1008,17
96080,1008,17
96007,1008,17
96092,1008,17
95963,1008,17
95973,1008,17
96059,1008,17
96029,1008,17
96090,1008,17
96055,1008,17
96035,1008,17
96075,1008,17
96061,1008,17
96022,1008,17
96074,1008,17
95526,41,0
96076,41,0
95595,41,0
95527,41,0
96046,41,0
96091,41,0
95552,41,0
96048,41,0
96052,41,0
96010,41,0
96041,41,0
96093,41,0
96024,41,0
93270,18208,297
93274,18208,297
93223,18208,297
93221,18208,297
93256,18208,297
93646,18208,297
93631,18208,297
93278,18208,297
93212,18208,297
93237,18208,297
93673,18208,297
93257,18208,297
93271,18208,297
93235,18208,297
93275,18208,297
93286,18208,297
93603,18208,297
93647,18208,297
93279,18208,297
93258,18208,297
93654,18208,297
93215,18208,297
93261,18208,297
93291,18208,297
93219,18208,297
93262,18208,297
93230,18208,297
93675,18208,297
93208,18208,297
93267,18208,297
93290,18208,297
93618,18208,297
93201,18208,297
93666,18208,297
93641,18208,297
93247,18208,297
93292,18208,297
93265,18208,297
93244,18208,297
93272,18208,297
93260,18208,297
93218,18208,297
93670,18208,297
93277,18208,297
93615,18208,297
93633,18208,297
93207,18208,297
93227,18208,297
95310,318,7
95335,318,7
95305,318,7
95321,318,7
95311,318,7
95309,318,7
95329,318,7
95375,318,7
95327,318,7
95383,318,7
95379,318,7
95346,318,7
95373,318,7
95364,318,7
95370,318,7
95347,318,7
95372,318,7
93010,14901,169
93001,14901,169
93060,14901,169
91304,14901,169
93002,14901,169
93044,14901,169
93225,14901,169
93030,14901,169
93022,14901,169
93062,14901,169
91319,14901,169
93009,14901,169
91361,14901,169
93033,14901,169
93021,14901,169
93006,14901,169
93015,14901,169
91320,14901,169
93094,14901,169
93066,14901,169
93252,14901,169
93065,14901,169
93003,14901,169
93036,14901,169
93031,14901,169
93011,14901,169
91307,14901,169
93099,14901,169
93043,14901,169
91311,14901,169
93064,14901,169
91362,14901,169
93035,14901,169
91359,14901,169
93034,14901,169
93040,14901,169
93012,14901,169
93063,14901,169
93004,14901,169
93013,14901,169
91358,14901,169
93061,14901,169
90265,14901,169
93042,14901,169
91377,14901,169
91360,14901,169
93041,14901,169
93023,14901,169
93020,14901,169
93007,14901,169
93032,14901,169
93016,14901,169
93024,14901,169
93005,14901,169
95695,3395,62
95616,3395,62
95617,3395,62
95698,3395,62
95679,3395,62
95605,3395,62
95606,3395,62
95937,3395,62
95627,3395,62
95697,3395,62
95691,3395,62
95776,3395,62
95798,3395,62
95653,3395,62
95615,3395,62
95799,3395,62
95620,3395,62
95694,3395,62
95637,3395,62
95618,3395,62
95612,3395,62
95607,3395,62
95645,3395,62
95977,1428,10
95925,1428,10
95960,1428,10
95914,1428,10
95981,1428,10
95918,1428,10
95903,1428,10
95922,1428,10
95935,1428,10
95966,1428,10
95692,1428,10
95961,1428,10
95941,1428,10
95901,1428,10
95919,1428,10
95962,1428,10
95972,1428,10
